D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 032 - Bluebear.bin,027D0001-00630502,Head:043E948A544980,CRC32:28C7BA57
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 033 - Bill.bin,03070001-00640502,Head:0439222ABF4881,CRC32:A9C2A281
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 034 - Kiki.bin,02610001-00650502,Head:04E75ECAC14880,CRC32:60F5241D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 035 - Deli.bin,04010001-00660502,Head:040B95DAC14881,CRC32:F2116976
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 036 - Alli.bin,02C40001-00670502,Head:04274552034981,CRC32:654B3A7D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 037 - Kabuki.bin,02660001-00680502,Head:04919352034980,CRC32:BA971528
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 038 - Patty.bin,02B10001-00690502,Head:047EB082554980,CRC32:100A9796
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 039 - Jitters.bin,02310001-006A0502,Head:041FC08A544981,CRC32:E3609A47
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 040 - Gigi.bin,03480001-006B0502,Head:04A7018A544984,CRC32:D1E13E52
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 041 - Quillson.bin,03180001-006C0502,Head:0424A682554981,CRC32:6A13CF05
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 042 - Marcie.bin,03DB0001-006D0502,Head:040F5E8A544981,CRC32:EA467FB2
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 043 - Puck.bin,04650001-006E0502,Head:0454ED8A544980,CRC32:092E5FEF
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 044 - Shari.bin,04000001-006F0502,Head:043B3082554981,CRC32:DFF5481C
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 045 - Octavian.bin,04290001-00700502,Head:041F8782554981,CRC32:B22EAC8A
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 046 - Winnie.bin,03A90001-00710502,Head:040F1282554981,CRC32:43A809C7
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 047 - Knox.bin,02A40001-00720502,Head:0474E88A544980,CRC32:9522B1E8
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 048 - Sterling.bin,04520001-00730502,Head:04FA898A544980,CRC32:ECAA14B8
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 049 - Bonbon.bin,04A50001-00740502,Head:043CFD8A544981,CRC32:E5D5800D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 050 - Punchy.bin,02630001-00750502,Head:046A2642034980,CRC32:592AA351
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 051 - Opal.bin,03230001-00760502,Head:04ADAA42034980,CRC32:E6B2F5AB
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 052 - Poppy.bin,04EC0001-00770502,Head:046D661AC24881,CRC32:0BA504AD
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 053 - Limberg.bin,040D0001-00780502,Head:04636B1AC24881,CRC32:2A3CF3CE
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 054 - Deena.bin,030B0001-00790502,Head:04598D2A034980,CRC32:0F6685E3
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 055 - Snake.bin,04970001-007A0502,Head:040C7A42034980,CRC32:4F15684D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 056 - Bangle.bin,04FD0001-007B0502,Head:04A58242034980,CRC32:F66F7142
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 057 - Phil.bin,043D0001-007C0502,Head:046FCC42034981,CRC32:8B1A49C4
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 058 - Monique.bin,02680001-007D0502,Head:0448891AC24881,CRC32:EFBA6CC1
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 059 - Nate.bin,02190001-007E0502,Head:04DC751AC24880,CRC32:EC212726
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 060 - Samson.bin,04100001-007F0502,Head:0462412A034980,CRC32:EA6AA827
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 061 - Tutu.bin,021B0001-00800502,Head:04182C2A034981,CRC32:81FF585A
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 062 - T-Bone.bin,024F0001-00810502,Head:04757A42034980,CRC32:26F17513
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 063 - Mint.bin,04E60001-00820502,Head:0445892A034980,CRC32:E42B8935
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 064 - Pudge.bin,02800001-00830502,Head:040E8B2A034980,CRC32:375A0DA7
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 065 - Midge.bin,02350001-00840502,Head:04200242034985,CRC32:6A12847E
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 066 - Gruff.bin,035A0001-00850502,Head:044AE842034980,CRC32:CDB2E742
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 067 - Flurry.bin,03840001-00860502,Head:04DF6D42034980,CRC32:2FC2FA8C
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 068 - Clyde.bin,03AE0001-00870502,Head:044F7042034980,CRC32:3EA39487
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 069 - Bella.bin,040E0001-00880502,Head:042DD542034981,CRC32:7FD4C079
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 070 - Biff.bin,03940001-00890502,Head:04E6AC2A034980,CRC32:F41DADDD
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 071 - Yuka.bin,03BC0001-008A0502,Head:0435B9CAC14880,CRC32:56CE1509
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 072 - Lionel.bin,03EE0001-008B0502,Head:043192CAC14880,CRC32:0C604125
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 073 - Flo.bin,046C0001-008C0502,Head:0437D4CAC14881,CRC32:EE9776B0
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 074 - Cobb.bin,04800001-008D0502,Head:04A2002A034984,CRC32:0D62C76A
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 075 - Amelia.bin,044C0001-008E0502,Head:0476A32A034981,CRC32:69B74F70
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 076 - Jeramiah.bin,033F0001-008F0502,Head:046FFD2A034980,CRC32:774E3A75
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 077 - Cherry.bin,02FB0001-00900502,Head:04809242034981,CRC32:2030C5BD
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 078 - Roscoe.bin,03A80001-00910502,Head:0460EACAC14880,CRC32:07E1EB77
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 079 - Truffles.bin,04790001-00920502,Head:0415A12A034981,CRC32:8FE99866
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 080 - Eugene.bin,03C60001-00930502,Head:04E30F2A034984,CRC32:56AF3BAA
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 081 - Eunice.bin,04C70001-00940502,Head:04F29A42034980,CRC32:955B9CA7
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 082 - Goose.bin,02990001-00950502,Head:048A6252884981,CRC32:51C141F0
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 083 - Annalisa.bin,02080001-00960502,Head:04700192894984,CRC32:C194C5A5
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 084 - Benjamin.bin,02FA0001-00970502,Head:04314F22034980,CRC32:C76A0056
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 085 - Pancetti.bin,04880001-00980502,Head:0434C222034981,CRC32:8B6683C0
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 086 - Chief.bin,050B0001-00990502,Head:04F5F75A574980,CRC32:7AC5F4E8
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 087 - Bunnie.bin,04940001-009A0502,Head:04838372574981,CRC32:F24FC4F4
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 088 - Clay.bin,03830001-009B0502,Head:047A855AC94881,CRC32:60F5317B
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 089 - Diana.bin,02DE0001-009C0502,Head:048B8E5A574981,CRC32:C0707FBA
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 090 - Axel.bin,03290001-009D0502,Head:04407572574981,CRC32:EAE96050
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 091 - Muffy.bin,04D10001-009E0502,Head:04828F5A574980,CRC32:8570E6A4
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 092 - Henry.bin,034B0001-009F0502,Head:0487A45A574980,CRC32:8F734118
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 093 - Bertha.bin,03930001-00A00502,Head:0404765A574981,CRC32:82804F04
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 094 - Cyrano.bin,02000001-00A10502,Head:046ECEFAC14881,CRC32:6F7CEE61
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 095 - Peanut.bin,04DD0001-00A20502,Head:040D8872574981,CRC32:7D374DBD
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 096 - Cole.bin,04A60001-00A30502,Head:048CA772574981,CRC32:67F3A8A4
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 097 - Willow.bin,04CC0001-00A40502,Head:04C83172574980,CRC32:E0081E7A
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 098 - Roald.bin,04600001-00A50502,Head:045D8B72574980,CRC32:8A994CC8
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 099 - Molly.bin,03170001-00A60502,Head:042DDA5A574980,CRC32:FD526DF0
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 1,[AC] 100 - Walker.bin,02F00001-00A70502,Head:044AE5FAC14881,CRC32:F7CF4B0D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 101 - K.K..bin,01820001-00A80502,Head:04A946EAEF4980,CRC32:4B80982C
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 102 - Reese.bin,018A0001-00A90502,Head:04716372E94980,CRC32:F9C28887
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 103 - Kicks.bin,01940001-00AA0502,Head:0491251AEE4980,CRC32:7484DC74
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 104 - Labelle.bin,01890001-00AB0502,Head:04C00AAAEE4980,CRC32:CB9E35C8
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 105 - Copper.bin,019D0001-00AC0502,Head:0447A48AE94981,CRC32:2141951D
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 106 - Booker.bin,019E0001-00AD0502,Head:04DAF28AE94980,CRC32:AF3155EF
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 107 - Katie.bin,01B60001-00AE0502,Head:042B233AEE4981,CRC32:F64EBED2
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 108 - Tommy.bin,01860101-00AF0502,Head:0446619AE94981,CRC32:320D214C
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 109 - Porter.bin,01950001-00B00502,Head:04A52472E94980,CRC32:8449E930
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 110 - Leila.bin,01980001-00B10502,Head:0432E2EAEF4980,CRC32:B8FCF38B
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 111 - Shrunk.bin,01B10001-00B20502,Head:0470EAEAEF4980,CRC32:CEAAA1FB
D:\OneDrive\文档材料\游戏\Amiibo\7z\2024\MCAS Full Set - 18 December 2024\Animal Crossing\Cards\Series 2,[AC] 112 - Don.bin,018F0001-00B30502,Head:044E7422E14981,CRC32:E50EA243
